State,LGA,Ward,PU-Code,PU-Name,APC,PDP,LP,NNPP,Total_Votes,Latitude,Longitude,Neighbours,Neighbour_Count,APC_outlier_score,PDP_outlier_score,LP_outlier_score,NNPP_outlier_score,Overall_Outlier_Score,APC_share,PDP_share,NNPP_share,LP_share
KWARA,ILORIN EAST,GAMBARI 1,23-06-02-002,BALOGUN GAMBARI TAX OFFICE II,0,0,0,0,0,8.5001498,4.5514025,"['23-06-02-001', '23-06-02-003', '23-06-02-004', '23-06-02-005', '23-06-02-006', '23-06-02-007', '23-06-02-008', '23-06-02-009', '23-06-02-010', '23-06-02-011', '23-06-02-012', '23-06-02-013', '23-06-02-014', '23-06-02-015', '23-06-02-016', '23-06-03-009', '23-06-03-010', '23-06-03-012', '23-06-04-010', '23-06-07-001', '23-06-07-002', '23-06-07-003', '23-06-07-004', '23-06-07-005', '23-06-07-008', '23-06-07-009', '23-06-07-010', '23-06-07-011', '23-06-07-012', '23-06-07-013', '23-06-07-014', '23-06-07-015', '23-06-07-016', '23-06-07-017', '23-06-07-018', '23-06-07-019', '23-06-07-022', '23-06-07-023', '23-06-07-024', '23-06-07-025', '23-07-06-001', '23-07-06-002', '23-07-06-003', '23-07-06-004', '23-07-06-005', '23-07-06-006', '23-07-06-007', '23-07-06-008', '23-07-06-009', '23-07-06-011', '23-07-06-013', '23-07-06-014', '23-07-06-015', '23-07-06-016', '23-07-06-017', '23-07-06-018', '23-07-07-001', '23-07-07-002', '23-07-07-003', '23-07-07-004', '23-07-07-005', '23-07-07-006', '23-07-07-007', '23-07-07-008', '23-07-07-009', '23-07-07-010', '23-07-11-005', '23-07-11-013', '23-08-06-002', '23-08-06-003', '23-08-06-004', '23-08-06-005', '23-08-06-006', '23-08-06-008', '23-08-06-009', '23-08-06-010', '23-08-06-011', '23-08-06-012', '23-08-06-013', '23-08-06-014', '23-08-09-011', '23-08-09-013', '23-06-02-017', '23-06-02-018', '23-06-02-020', '23-06-02-021', '23-06-02-022', '23-06-02-023', '23-06-03-025', '23-06-04-034', '23-06-04-042', '23-06-07-026', '23-06-07-028', '23-06-07-029', '23-06-07-030', '23-06-07-031', '23-06-07-032', '23-06-07-033', '23-06-07-034', '23-06-07-035', '23-06-12-027', '23-07-06-019', '23-07-06-020', '23-07-07-011', '23-07-07-012', '23-07-07-013', '23-07-07-014', '23-07-07-015', '23-07-11-019', '23-08-06-019', '23-08-06-022', '23-08-06-023', '23-08-06-024', '23-08-06-026', '23-08-06-027', '23-08-06-018', '23-08-06-020', '23-08-06-025']",118,3.275288586,2.34306583,0.59450715,0.366022885,1.121965154,0%,0%,0%,0%
KWARA,ILORIN EAST,IBAGUN,23-06-04-052,OPEN SPACE OKE ONITIKU BY TRANSFORMER,27,37,0,0,64,8.5290904,4.5469705,"['23-06-04-001', '23-06-04-002', '23-06-04-009', '23-06-04-011', '23-06-04-012', '23-06-04-013', '23-06-04-014', '23-06-04-019', '23-06-04-020', '23-06-04-022', '23-06-04-023', '23-06-08-007', '23-06-08-008', '23-06-08-009', '23-06-08-016', '23-06-08-017', '23-06-08-018', '23-06-08-019', '23-06-12-013', '23-08-04-013', '23-08-10-021', '23-06-04-025', '23-06-04-028', '23-06-04-030', '23-06-04-031', '23-06-04-033', '23-06-04-036', '23-06-04-038', '23-06-04-043', '23-06-04-044', '23-06-04-048', '23-06-04-049', '23-06-04-050', '23-06-04-051', '23-06-04-054', '23-06-04-055', '23-06-04-056', '23-06-04-057', '23-06-04-058']",39,1.596464543,2.33322206,0.672542526,0.411105772,0.663911015,42%,58%,0%,0%
KWARA,EKITI,OSI 1,23-04-07-006,"NEW POST OFFICE, OSI",139,11,15,2,167,8.077155,5.22509,"['23-04-07-001', '23-04-07-002', '23-04-07-003', '23-04-07-004', '23-04-07-005', '23-04-07-007', '23-04-08-001', '23-04-08-002', '23-04-08-003', '23-04-08-007']",10,2.162352561,2.318324938,0.124141619,3.015113446,1.304265223,83%,7%,1%,9%
KWARA,ILORIN-SOUTH,OKE-OGUN,23-07-11-017,"OPEN SPACE, ODE DASUKI, ISALE KOTO",39,50,0,0,89,8.4741519,4.6286251,"['23-07-04-006', '23-07-04-007', '23-07-04-008', '23-07-04-009', '23-07-04-010', '23-07-04-012', '23-07-04-013', '23-07-04-015', '23-07-04-017', '23-07-04-020', '23-07-04-021', '23-07-04-022', '23-07-04-023', '23-07-04-024', '23-07-04-025', '23-07-11-002', '23-07-11-003', '23-07-11-006', '23-07-11-007', '23-07-11-008', '23-07-11-009', '23-07-11-010', '23-07-11-011', '23-07-03-028', '23-07-04-033', '23-07-04-041', '23-07-04-047', '23-07-04-049', '23-07-04-050', '23-07-11-014', '23-07-11-015', '23-07-11-016']",32,0.647358047,2.299371774,1.079933638,0.543700423,0.69773056,44%,56%,0%,0%
KWARA,IREPODUN,OMU-ARAN 1 (ARAN),23-09-06-008,OKE AJAH OMU-ARAN,48,111,16,0,175,8.1398253,5.1011969,"['23-09-03-006', '23-09-06-001', '23-09-06-002', '23-09-06-003', '23-09-06-004', '23-09-06-005', '23-09-06-006', '23-09-06-007', '23-09-06-009', '23-09-06-010', '23-09-07-001', '23-09-07-002', '23-09-07-003', '23-09-07-004', '23-09-07-005', '23-09-07-006', '23-09-07-007', '23-09-07-008', '23-09-07-009', '23-09-07-010', '23-09-07-011', '23-09-08-001', '23-09-08-002', '23-09-08-003', '23-09-08-004', '23-09-08-005', '23-09-08-006', '23-09-08-007', '23-09-08-008', '23-09-08-009', '23-09-08-010', '23-09-08-011', '23-09-08-012', '23-09-08-013', '23-09-06-012', '23-09-08-017', '23-09-07-013', '23-09-07-014', '23-09-07-015', '23-09-07-016', '23-09-07-017']",41,1.338260407,2.298835321,0.672115254,0.517776176,1.210990268,27%,63%,0%,9%
KWARA,BARUTEN,ILESHA,23-02-05-018,WENRAKOKOU OPEN SPACE,34,67,0,5,106,8.8870464,3.3993751,"['23-02-05-001', '23-02-05-002', '23-02-05-003', '23-02-05-005', '23-02-05-006', '23-02-05-007', '23-02-05-008', '23-02-05-009', '23-02-05-010', '23-02-05-011', '23-02-05-012', '23-02-05-013', '23-02-05-014', '23-02-05-015', '23-02-05-016', '23-02-05-017']",16,2.375111756,2.298113592,0.679493996,2.111508746,1.206709229,32%,63%,5%,0%
KWARA,EDU,LAFIAGI 11,23-03-02-018,OPEN SPACE EGBAN GANAZA BAZUMA,61,68,5,4,138,8.7316143,5.4149003,"['23-03-02-001', '23-03-02-002', '23-03-02-003', '23-03-02-005', '23-03-02-006', '23-03-02-010', '23-03-02-011', '23-03-02-012', '23-03-02-013', '23-03-02-014', '23-03-02-015', '23-03-02-016', '23-03-02-017', '23-03-02-019', '23-03-02-021', '23-03-02-022']",16,0.703437144,2.282532299,0.591102296,0.241378194,1.0262628,44%,49%,3%,4%
KWARA,ILORIN EAST,GAMBARI 1,23-06-02-008,ODE AJIBADE,0,0,0,0,0,8.5030369,4.5508381,"['23-06-02-001', '23-06-02-002', '23-06-02-003', '23-06-02-004', '23-06-02-005', '23-06-02-006', '23-06-02-007', '23-06-02-009', '23-06-02-010', '23-06-02-011', '23-06-02-012', '23-06-02-013', '23-06-02-014', '23-06-02-015', '23-06-02-016', '23-06-04-010', '23-06-07-001', '23-06-07-002', '23-06-07-003', '23-06-07-004', '23-06-07-005', '23-06-07-008', '23-06-07-009', '23-06-07-010', '23-06-07-011', '23-06-07-012', '23-06-07-013', '23-06-07-014', '23-06-07-015', '23-06-07-016', '23-06-07-017', '23-06-07-018', '23-06-07-019', '23-06-07-022', '23-06-07-023', '23-06-07-024', '23-06-07-025', '23-07-06-001', '23-07-06-002', '23-07-06-003', '23-07-06-004', '23-07-06-005', '23-07-06-006', '23-07-06-007', '23-07-06-008', '23-07-06-009', '23-07-06-011', '23-07-06-013', '23-07-06-014', '23-07-06-015', '23-07-06-016', '23-07-06-017', '23-07-06-018', '23-08-09-011', '23-08-09-013', '23-06-02-017', '23-06-02-018', '23-06-02-020', '23-06-02-021', '23-06-02-022', '23-06-02-023', '23-06-04-034', '23-06-04-042', '23-06-07-026', '23-06-07-028', '23-06-07-029', '23-06-07-030', '23-06-07-031', '23-06-07-032', '23-06-07-033', '23-06-07-034', '23-06-07-035', '23-06-12-027', '23-07-06-019', '23-07-06-020']",75,3.283065338,2.278434553,0.633983301,0.351044935,1.139606384,0%,0%,0%,0%
KWARA,OFFA,ESSA - C,23-13-07-008,OPEN SPACE ODIWO AREA II,15,7,0,0,22,8.1256958,4.7199927,"['23-13-07-002', '23-13-07-003', '23-13-07-004', '23-13-07-006', '23-13-07-007', '23-13-07-009', '23-13-07-013', '23-13-07-014', '23-13-07-015', '23-13-07-016', '23-13-07-017']",11,0.212123472,2.27169218,1.315518552,0.420043165,0.969455941,68%,32%,0%,0%
KWARA,IREPODUN,ARANDUN,23-09-03-010,OKE ARAN VILLAGE,8,47,4,2,61,8.0957835,4.9480774,"['23-09-03-002', '23-09-03-003', '23-09-03-004', '23-09-03-007', '23-09-03-008', '23-09-03-009', '23-09-03-012', '23-09-03-013', '23-09-03-014']",9,2.406040343,2.242284233,0.070434729,1.805552003,1.151752509,13%,77%,3%,7%
KWARA,ILORIN-SOUTH,OKAKA 1,23-07-09-017,"OPEN SPACE, INFRONT OF ELERE COMPOUND,",10,23,0,0,33,8.4837587,4.5611531,"['23-07-08-001', '23-07-08-002', '23-07-08-003', '23-07-08-004', '23-07-08-005', '23-07-08-006', '23-07-08-007', '23-07-08-008', '23-07-09-001', '23-07-09-002', '23-07-09-003', '23-07-09-004', '23-07-09-005', '23-07-09-006', '23-07-09-007', '23-07-09-008', '23-07-09-009', '23-07-09-010', '23-07-09-011', '23-07-09-012', '23-07-10-001', '23-07-10-002', '23-07-10-003', '23-07-10-004', '23-07-10-005', '23-07-10-006', '23-07-10-007', '23-07-10-008', '23-07-10-009', '23-07-10-010', '23-07-10-011', '23-08-10-009', '23-08-10-010', '23-08-10-011', '23-08-10-022', '23-06-08-036', '23-07-10-012', '23-07-10-013', '23-07-10-014', '23-07-10-015', '23-07-10-016', '23-07-10-017', '23-07-10-018', '23-07-09-013', '23-07-09-015', '23-07-09-016', '23-07-09-018', '23-07-09-021', '23-08-10-048', '23-07-08-010', '23-07-08-011', '23-07-08-012', '23-07-08-014', '23-07-08-015', '23-07-08-016', '23-08-01-033', '23-08-10-034', '23-08-10-041']",58,1.040385004,2.229628782,0.931722071,0.174774115,0.696509901,30%,70%,0%,0%
KWARA,ILORIN EAST,MAGAJI ARE 11,23-06-08-002,ALALUBOSA N.MARABA GARAGE II,0,0,0,0,0,8.4944893,4.5698803,"['23-06-12-009', '23-07-08-001', '23-07-08-002', '23-07-08-003', '23-07-08-004', '23-07-08-005', '23-07-08-006', '23-07-08-007', '23-07-08-008', '23-06-08-025', '23-06-08-033', '23-07-08-010', '23-07-08-011', '23-07-08-012', '23-07-08-014', '23-07-08-017']",16,2.642516061,2.225335272,1.100350696,0.35092248,1.629126573,0%,0%,0%,0%
KWARA,OYUN,ILEMONA,23-15-02-010,BAALE OPEN SPACE BUDO GBADA,0,0,0,0,0,8.114814,4.6598891,"['23-15-02-001', '23-15-02-002', '23-15-02-003', '23-15-02-004', '23-15-02-005', '23-15-02-006', '23-15-02-007', '23-15-02-008', '23-15-02-009', '23-15-02-011']",10,2.684065798,2.210194432,0.945508179,0.513823463,1.255582253,0%,0%,0%,0%
KWARA,ILORIN EAST,MAGAJI ARE 1,23-06-07-030,OPEN SPACE ILE-AGO BARUBA,0,0,0,0,0,8.4996679,4.5463259,"['23-06-02-001', '23-06-02-002', '23-06-02-003', '23-06-02-004', '23-06-02-005', '23-06-02-006', '23-06-02-007', '23-06-02-008', '23-06-02-009', '23-06-02-010', '23-06-02-011', '23-06-02-012', '23-06-02-013', '23-06-02-014', '23-06-02-015', '23-06-02-016', '23-06-04-010', '23-06-07-001', '23-06-07-002', '23-06-07-003', '23-06-07-004', '23-06-07-005', '23-06-07-008', '23-06-07-009', '23-06-07-010', '23-06-07-011', '23-06-07-012', '23-06-07-013', '23-06-07-014', '23-06-07-015', '23-06-07-016', '23-06-07-017', '23-06-07-018', '23-06-07-019', '23-06-07-020', '23-06-07-021', '23-06-07-022', '23-06-07-023', '23-06-07-024', '23-06-07-025', '23-07-06-001', '23-07-06-002', '23-07-06-003', '23-07-06-004', '23-07-06-005', '23-07-06-006', '23-07-06-007', '23-07-06-008', '23-07-06-009', '23-07-06-011', '23-07-06-013', '23-07-06-014', '23-07-06-017', '23-07-06-018', '23-07-11-005', '23-07-11-013', '23-08-05-004', '23-08-05-020', '23-08-06-002', '23-08-06-003', '23-08-06-004', '23-08-06-005', '23-08-06-006', '23-08-06-008', '23-08-06-009', '23-08-06-010', '23-08-06-011', '23-08-06-012', '23-08-06-013', '23-08-06-014', '23-08-09-011', '23-08-09-013', '23-06-02-017', '23-06-02-018', '23-06-02-020', '23-06-02-021', '23-06-02-022', '23-06-02-023', '23-06-04-034', '23-06-04-042', '23-06-07-026', '23-06-07-028', '23-06-07-029', '23-06-07-031', '23-06-07-032', '23-06-07-033', '23-06-07-034', '23-06-07-035', '23-07-06-019', '23-07-06-020', '23-07-11-019', '23-08-05-060', '23-08-06-019', '23-08-06-022', '23-08-06-023', '23-08-06-024', '23-08-06-026', '23-08-06-027', '23-08-06-018', '23-08-06-020', '23-08-06-025']",101,3.047617888,2.210023155,0.452985024,0.412479206,1.049403466,0%,0%,0%,0%
KWARA,ILORIN-WEST,AJIKOBI,23-08-02-047,OPEN SPACE BEHIND EJA-OKO COMPOUND,7,81,0,0,88,8.5032764,4.5302141,"['23-08-02-001', '23-08-02-003', '23-08-02-006', '23-08-02-007', '23-08-02-008', '23-08-02-009', '23-08-02-011', '23-08-02-012', '23-08-02-013', '23-08-02-014', '23-08-02-015', '23-08-02-016', '23-08-02-017', '23-08-02-018', '23-08-02-019', '23-08-02-020', '23-08-02-021', '23-08-02-022', '23-08-02-023', '23-08-02-024', '23-08-02-025', '23-08-02-026', '23-08-02-027', '23-08-02-029', '23-08-02-030', '23-08-02-032', '23-08-02-033', '23-08-02-034', '23-08-02-035', '23-08-02-036', '23-08-02-037', '23-08-02-038', '23-08-02-039', '23-08-02-040', '23-08-05-029', '23-08-05-034', '23-08-05-039', '23-08-09-001', '23-08-09-002', '23-08-09-003', '23-08-09-004', '23-08-09-005', '23-08-09-008', '23-08-09-012', '23-08-09-014', '23-08-09-015', '23-08-09-016', '23-08-09-017', '23-08-09-018', '23-08-09-019', '23-08-09-020', '23-08-09-021', '23-08-09-022', '23-08-09-023', '23-08-09-024', '23-08-09-026', '23-08-09-028', '23-08-09-029', '23-08-09-032', '23-08-09-033', '23-08-09-034', '23-08-02-042', '23-08-02-045', '23-08-02-046', '23-08-02-048', '23-08-02-049', '23-08-02-051', '23-08-02-052', '23-08-02-053', '23-08-02-054', '23-08-02-055', '23-08-02-056', '23-08-02-057', '23-08-02-059', '23-08-02-062', '23-08-02-064', '23-08-02-067', '23-08-02-069', '23-08-09-035', '23-08-09-036', '23-08-09-038', '23-08-09-039', '23-08-09-041', '23-08-09-043', '23-08-09-044', '23-08-09-045', '23-08-09-046', '23-08-02-043', '23-08-02-044', '23-08-02-050', '23-08-02-060', '23-08-02-061', '23-08-02-063', '23-08-02-058', '23-08-09-037', '23-08-09-040', '23-08-09-042', '23-08-09-047', '23-08-02-065', '23-08-02-068', '23-08-05-059', '23-08-10-045']",102,1.903522342,2.195971228,0.169723654,0.383083463,0.48777335,8%,92%,0%,0%
KWARA,BARUTEN,KPAURA/YAKIRU,23-02-07-006,AYOO  L.G.E.A.SCH,31,48,5,0,84,8.9554729,3.1378173,"['23-02-07-003', '23-02-07-004', '23-02-07-007', '23-02-07-008', '23-02-07-009', '23-02-07-012']",6,0.859493222,2.183067529,0.117187897,0.377964473,0.943419508,37%,57%,0%,6%
KWARA,MORO,JEBBA,23-12-01-018,OPEN SPACE EGBERIOMO,58,32,13,0,103,9.1192516,4.8261424,"['23-12-01-001', '23-12-01-002', '23-12-01-003', '23-12-01-004', '23-12-01-005', '23-12-01-006', '23-12-01-012', '23-12-01-013', '23-12-01-014', '23-12-01-015', '23-12-01-016', '23-12-01-017', '23-12-01-019', '23-12-01-020']",14,0.342071772,2.178590225,0.263132789,0.434091491,0.606430712,56%,31%,0%,13%
KWARA,BARUTEN,OKUTA,23-02-09-011,OKUTA GOROBANI  MARKET,0,0,0,0,0,9.2228301,3.2005641,"['23-02-09-003', '23-02-09-007', '23-02-09-008', '23-02-09-009', '23-02-09-012', '23-02-09-013', '23-02-09-015', '23-02-09-016', '23-02-09-018', '23-02-09-019', '23-02-09-021', '23-02-09-023', '23-02-09-024', '23-02-09-026', '23-02-09-028', '23-02-09-029']",16,3.148217337,2.17578936,0.731492839,0.6906591,1.081524345,0%,0%,0%,0%
KWARA,ILORIN-WEST,AJIKOBI,23-08-02-017,SOLAGBERU L.G.E.A SCH,0,0,0,0,0,8.5032764,4.5302141,"['23-08-02-001', '23-08-02-003', '23-08-02-006', '23-08-02-007', '23-08-02-008', '23-08-02-009', '23-08-02-011', '23-08-02-012', '23-08-02-013', '23-08-02-014', '23-08-02-015', '23-08-02-016', '23-08-02-018', '23-08-02-019', '23-08-02-020', '23-08-02-021', '23-08-02-022', '23-08-02-023', '23-08-02-024', '23-08-02-025', '23-08-02-026', '23-08-02-027', '23-08-02-029', '23-08-02-030', '23-08-02-032', '23-08-02-033', '23-08-02-034', '23-08-02-035', '23-08-02-036', '23-08-02-037', '23-08-02-038', '23-08-02-039', '23-08-02-040', '23-08-05-029', '23-08-05-034', '23-08-05-039', '23-08-09-001', '23-08-09-002', '23-08-09-003', '23-08-09-004', '23-08-09-005', '23-08-09-008', '23-08-09-012', '23-08-09-014', '23-08-09-015', '23-08-09-016', '23-08-09-017', '23-08-09-018', '23-08-09-019', '23-08-09-020', '23-08-09-021', '23-08-09-022', '23-08-09-023', '23-08-09-024', '23-08-09-026', '23-08-09-028', '23-08-09-029', '23-08-09-032', '23-08-09-033', '23-08-09-034', '23-08-02-042', '23-08-02-045', '23-08-02-046', '23-08-02-048', '23-08-02-049', '23-08-02-051', '23-08-02-052', '23-08-02-053', '23-08-02-054', '23-08-02-055', '23-08-02-056', '23-08-02-057', '23-08-02-059', '23-08-02-062', '23-08-02-064', '23-08-02-067', '23-08-02-069', '23-08-09-035', '23-08-09-036', '23-08-09-038', '23-08-09-039', '23-08-09-041', '23-08-09-043', '23-08-09-044', '23-08-09-045', '23-08-09-046', '23-08-02-043', '23-08-02-044', '23-08-02-047', '23-08-02-050', '23-08-02-060', '23-08-02-061', '23-08-02-063', '23-08-02-058', '23-08-09-037', '23-08-09-040', '23-08-09-042', '23-08-09-047', '23-08-02-065', '23-08-02-068', '23-08-05-059', '23-08-10-045']",102,2.30029516,2.174033305,0.169723654,0.383083463,0.91284162,0%,0%,0%,0%
KWARA,ILORIN-WEST,AJIKOBI,23-08-02-026,ODE ALAWIYE I,0,0,0,0,0,8.5032764,4.5302141,"['23-08-02-001', '23-08-02-003', '23-08-02-006', '23-08-02-007', '23-08-02-008', '23-08-02-009', '23-08-02-011', '23-08-02-012', '23-08-02-013', '23-08-02-014', '23-08-02-015', '23-08-02-016', '23-08-02-017', '23-08-02-018', '23-08-02-019', '23-08-02-020', '23-08-02-021', '23-08-02-022', '23-08-02-023', '23-08-02-024', '23-08-02-025', '23-08-02-027', '23-08-02-029', '23-08-02-030', '23-08-02-032', '23-08-02-033', '23-08-02-034', '23-08-02-035', '23-08-02-036', '23-08-02-037', '23-08-02-038', '23-08-02-039', '23-08-02-040', '23-08-05-029', '23-08-05-034', '23-08-05-039', '23-08-09-001', '23-08-09-002', '23-08-09-003', '23-08-09-004', '23-08-09-005', '23-08-09-008', '23-08-09-012', '23-08-09-014', '23-08-09-015', '23-08-09-016', '23-08-09-017', '23-08-09-018', '23-08-09-019', '23-08-09-020', '23-08-09-021', '23-08-09-022', '23-08-09-023', '23-08-09-024', '23-08-09-026', '23-08-09-028', '23-08-09-029', '23-08-09-032', '23-08-09-033', '23-08-09-034', '23-08-02-042', '23-08-02-045', '23-08-02-046', '23-08-02-048', '23-08-02-049', '23-08-02-051', '23-08-02-052', '23-08-02-053', '23-08-02-054', '23-08-02-055', '23-08-02-056', '23-08-02-057', '23-08-02-059', '23-08-02-062', '23-08-02-064', '23-08-02-067', '23-08-02-069', '23-08-09-035', '23-08-09-036', '23-08-09-038', '23-08-09-039', '23-08-09-041', '23-08-09-043', '23-08-09-044', '23-08-09-045', '23-08-09-046', '23-08-02-043', '23-08-02-044', '23-08-02-047', '23-08-02-050', '23-08-02-060', '23-08-02-061', '23-08-02-063', '23-08-02-058', '23-08-09-037', '23-08-09-040', '23-08-09-042', '23-08-09-047', '23-08-02-065', '23-08-02-068', '23-08-05-059', '23-08-10-045']",102,2.30029516,2.174033305,0.169723654,0.383083463,0.91284162,0%,0%,0%,0%
KWARA,ILORIN-WEST,AJIKOBI,23-08-02-037,ANSARUL-ISLAM L.G.E.A SCH III,0,0,0,0,0,8.5032764,4.5302141,"['23-08-02-001', '23-08-02-003', '23-08-02-006', '23-08-02-007', '23-08-02-008', '23-08-02-009', '23-08-02-011', '23-08-02-012', '23-08-02-013', '23-08-02-014', '23-08-02-015', '23-08-02-016', '23-08-02-017', '23-08-02-018', '23-08-02-019', '23-08-02-020', '23-08-02-021', '23-08-02-022', '23-08-02-023', '23-08-02-024', '23-08-02-025', '23-08-02-026', '23-08-02-027', '23-08-02-029', '23-08-02-030', '23-08-02-032', '23-08-02-033', '23-08-02-034', '23-08-02-035', '23-08-02-036', '23-08-02-038', '23-08-02-039', '23-08-02-040', '23-08-05-029', '23-08-05-034', '23-08-05-039', '23-08-09-001', '23-08-09-002', '23-08-09-003', '23-08-09-004', '23-08-09-005', '23-08-09-008', '23-08-09-012', '23-08-09-014', '23-08-09-015', '23-08-09-016', '23-08-09-017', '23-08-09-018', '23-08-09-019', '23-08-09-020', '23-08-09-021', '23-08-09-022', '23-08-09-023', '23-08-09-024', '23-08-09-026', '23-08-09-028', '23-08-09-029', '23-08-09-032', '23-08-09-033', '23-08-09-034', '23-08-02-042', '23-08-02-045', '23-08-02-046', '23-08-02-048', '23-08-02-049', '23-08-02-051', '23-08-02-052', '23-08-02-053', '23-08-02-054', '23-08-02-055', '23-08-02-056', '23-08-02-057', '23-08-02-059', '23-08-02-062', '23-08-02-064', '23-08-02-067', '23-08-02-069', '23-08-09-035', '23-08-09-036', '23-08-09-038', '23-08-09-039', '23-08-09-041', '23-08-09-043', '23-08-09-044', '23-08-09-045', '23-08-09-046', '23-08-02-043', '23-08-02-044', '23-08-02-047', '23-08-02-050', '23-08-02-060', '23-08-02-061', '23-08-02-063', '23-08-02-058', '23-08-09-037', '23-08-09-040', '23-08-09-042', '23-08-09-047', '23-08-02-065', '23-08-02-068', '23-08-05-059', '23-08-10-045']",102,2.30029516,2.174033305,0.169723654,0.383083463,0.91284162,0%,0%,0%,0%
KWARA,ILORIN-WEST,AJIKOBI,23-08-02-044,ODE ILE BABA ELESIN,0,0,0,0,0,8.5032764,4.5302141,"['23-08-02-001', '23-08-02-003', '23-08-02-006', '23-08-02-007', '23-08-02-008', '23-08-02-009', '23-08-02-011', '23-08-02-012', '23-08-02-013', '23-08-02-014', '23-08-02-015', '23-08-02-016', '23-08-02-017', '23-08-02-018', '23-08-02-019', '23-08-02-020', '23-08-02-021', '23-08-02-022', '23-08-02-023', '23-08-02-024', '23-08-02-025', '23-08-02-026', '23-08-02-027', '23-08-02-029', '23-08-02-030', '23-08-02-032', '23-08-02-033', '23-08-02-034', '23-08-02-035', '23-08-02-036', '23-08-02-037', '23-08-02-038', '23-08-02-039', '23-08-02-040', '23-08-05-029', '23-08-05-034', '23-08-05-039', '23-08-09-001', '23-08-09-002', '23-08-09-003', '23-08-09-004', '23-08-09-005', '23-08-09-008', '23-08-09-012', '23-08-09-014', '23-08-09-015', '23-08-09-016', '23-08-09-017', '23-08-09-018', '23-08-09-019', '23-08-09-020', '23-08-09-021', '23-08-09-022', '23-08-09-023', '23-08-09-024', '23-08-09-026', '23-08-09-028', '23-08-09-029', '23-08-09-032', '23-08-09-033', '23-08-09-034', '23-08-02-042', '23-08-02-045', '23-08-02-046', '23-08-02-048', '23-08-02-049', '23-08-02-051', '23-08-02-052', '23-08-02-053', '23-08-02-054', '23-08-02-055', '23-08-02-056', '23-08-02-057', '23-08-02-059', '23-08-02-062', '23-08-02-064', '23-08-02-067', '23-08-02-069', '23-08-09-035', '23-08-09-036', '23-08-09-038', '23-08-09-039', '23-08-09-041', '23-08-09-043', '23-08-09-044', '23-08-09-045', '23-08-09-046', '23-08-02-043', '23-08-02-047', '23-08-02-050', '23-08-02-060', '23-08-02-061', '23-08-02-063', '23-08-02-058', '23-08-09-037', '23-08-09-040', '23-08-09-042', '23-08-09-047', '23-08-02-065', '23-08-02-068', '23-08-05-059', '23-08-10-045']",102,2.30029516,2.174033305,0.169723654,0.383083463,0.91284162,0%,0%,0%,0%
KWARA,ILORIN-WEST,AJIKOBI,23-08-02-065,ODE ALAGBO,0,0,0,0,0,8.5032764,4.5302141,"['23-08-02-001', '23-08-02-003', '23-08-02-006', '23-08-02-007', '23-08-02-008', '23-08-02-009', '23-08-02-011', '23-08-02-012', '23-08-02-013', '23-08-02-014', '23-08-02-015', '23-08-02-016', '23-08-02-017', '23-08-02-018', '23-08-02-019', '23-08-02-020', '23-08-02-021', '23-08-02-022', '23-08-02-023', '23-08-02-024', '23-08-02-025', '23-08-02-026', '23-08-02-027', '23-08-02-029', '23-08-02-030', '23-08-02-032', '23-08-02-033', '23-08-02-034', '23-08-02-035', '23-08-02-036', '23-08-02-037', '23-08-02-038', '23-08-02-039', '23-08-02-040', '23-08-05-029', '23-08-05-034', '23-08-05-039', '23-08-09-001', '23-08-09-002', '23-08-09-003', '23-08-09-004', '23-08-09-005', '23-08-09-008', '23-08-09-012', '23-08-09-014', '23-08-09-015', '23-08-09-016', '23-08-09-017', '23-08-09-018', '23-08-09-019', '23-08-09-020', '23-08-09-021', '23-08-09-022', '23-08-09-023', '23-08-09-024', '23-08-09-026', '23-08-09-028', '23-08-09-029', '23-08-09-032', '23-08-09-033', '23-08-09-034', '23-08-02-042', '23-08-02-045', '23-08-02-046', '23-08-02-048', '23-08-02-049', '23-08-02-051', '23-08-02-052', '23-08-02-053', '23-08-02-054', '23-08-02-055', '23-08-02-056', '23-08-02-057', '23-08-02-059', '23-08-02-062', '23-08-02-064', '23-08-02-067', '23-08-02-069', '23-08-09-035', '23-08-09-036', '23-08-09-038', '23-08-09-039', '23-08-09-041', '23-08-09-043', '23-08-09-044', '23-08-09-045', '23-08-09-046', '23-08-02-043', '23-08-02-044', '23-08-02-047', '23-08-02-050', '23-08-02-060', '23-08-02-061', '23-08-02-063', '23-08-02-058', '23-08-09-037', '23-08-09-040', '23-08-09-042', '23-08-09-047', '23-08-02-068', '23-08-05-059', '23-08-10-045']",102,2.30029516,2.174033305,0.169723654,0.383083463,0.91284162,0%,0%,0%,0%
KWARA,ILORIN-WEST,OKO-ERIN,23-08-10-046,OPEN SPACE OYE BLOCKS AIYEGBAMI,38,32,15,0,85,8.4635214,4.5366582,"['23-08-10-001', '23-08-10-002', '23-08-10-008', '23-08-10-012', '23-08-10-014', '23-08-10-016', '23-08-10-017', '23-08-10-028', '23-08-10-036', '23-08-10-039', '23-08-10-040', '23-08-10-042', '23-08-10-043', '23-08-10-049', '23-08-10-032']",15,0.023812899,2.149833701,0.529932353,0.632910654,0.563263372,45%,38%,0%,18%
